text,audit_type,source
PPE violation noted for crew of Helen,COMPLIANCE,hard_synthetic_v2
material overuse logged on Adama IP,PROJECT_RESOURCE,hard_synthetic_v2
solomon a. changed ip during session,SECURITY,hard_synthetic_v2
cement overuse 6% on DD Warehouse (Bereket D.) - ezih,PROJECT_RESOURCE,hard_synthetic_v2
NCR closed without QM signature (Selam F.),COMPLIANCE,hard_synthetic_v2
2025-04-25 please check - bugdet increased 36% on BD Hospital by Rahel G.,FINANCIAL,hard_synthetic_v2
Abebe K. changed IP during session,SECURITY,hard_synthetic_v2
T58686: hold point skipped on foundation (Samuel) | need follow up,COMPLIANCE,hard_synthetic_v2
hold point skipped on foundation (Henok T.),COMPLIANCE,hard_synthetic_v2
T53967: duplicate supplier invoice #1163,DATA_INTEGRITY,hard_synthetic_v2
T12689: attendance history row removed by Dawit H.,DATA_INTEGRITY,hard_synthetic_v2
repeated open of restricted folder by Meron T. - site lay,USER_ACTIVITY,hard_synthetic_v2
2026-10-05 qty take-off altered - no CO (Lidya W.),DATA_INTEGRITY,hard_synthetic_v2
T57728: bulk delete of 118 rows by Marta T.,USER_ACTIVITY,hard_synthetic_v2
noted on site - material overuse logged on alr ext,PROJECT_RESOURCE,hard_synthetic_v2
drawing pack uploaded by Meron T.,REPORT_DOCUMENT,hard_synthetic_v2
2026-09-08 T65144: cement overuse 47% on Site 3 (Biruk M.),PROJECT_RESOURCE,hard_synthetic_v2
material overuse logged on BD Hospital - site lay,PROJECT_RESOURCE,hard_synthetic_v2
need follow up - generator hours high vs plan (helen),PROJECT_RESOURCE,hard_synthetic_v2
attendance history row removed by Solomon A.,DATA_INTEGRITY,hard_synthetic_v2
2025-02-19 duplicate supplier invioce #7174,DATA_INTEGRITY,hard_synthetic_v2
invoice #4797 deleted after payment (Selam F.),FINANCIAL,hard_synthetic_v2
T85205: permission raised for Hanna A. without aproval,SECURITY,hard_synthetic_v2
T13618: dormant account Meron T. active after 9 months,USER_ACTIVITY,hard_synthetic_v2
unusual activity volume by Solomon A.,USER_ACTIVITY,hard_synthetic_v2
2025-07-15 external data import by Mesfin,DATA_INTEGRITY,hard_synthetic_v2
T83107: checklist incomplete for pour #6,COMPLIANCE,hard_synthetic_v2
T18396: permission raised for abebe k. without approval,SECURITY,hard_synthetic_v2
rebar over-ordered 36% block c | temporary entry,PROJECT_RESOURCE,hard_synthetic_v2
approved MS edited after acceptance (Hanna A.),REPORT_DOCUMENT,hard_synthetic_v2
contract PDF mailed externally (Tigist),REPORT_DOCUMENT,hard_synthetic_v2
milestone 'finishes' delayed (Rahel G.),PROJECT_RESOURCE,hard_synthetic_v2
problem on hawassa p2,SECURITY,hard_synthetic_v2
structure slipped 14 days (Getachew),PROJECT_RESOURCE,hard_synthetic_v2
late submission of daily report (selam f.),COMPLIANCE,hard_synthetic_v2
dormant account helen active after 18 months,USER_ACTIVITY,hard_synthetic_v2
T65773: multiple faild log-ins on Selam F. account,USER_ACTIVITY,hard_synthetic_v2
53 edits in under 5 min by Solomon A.,USER_ACTIVITY,hard_synthetic_v2
method statement still draft but signed (hanna a.),COMPLIANCE,hard_synthetic_v2
please investigate,COMPLIANCE,hard_synthetic_v2
bugdet line edit on alr ext (sara b.),FINANCIAL,hard_synthetic_v2
budget increased 16% on Hawassa P2 by Solomon A.,FINANCIAL,hard_synthetic_v2
2025-02-15 please check - ncr closed without qm signature (lidya w.),COMPLIANCE,hard_synthetic_v2
large payment released without second sign-off (Meron T.),SECURITY,hard_synthetic_v2
material overuse logged on BD Hospital,PROJECT_RESOURCE,hard_synthetic_v2
rebar over-ordered 22% block D,PROJECT_RESOURCE,hard_synthetic_v2
generator hours high vs plan (kidus a.),PROJECT_RESOURCE,hard_synthetic_v2
T49433: report problem budget increased 27% on,FINANCIAL,hard_synthetic_v2
flagged item (check),REPORT_DOCUMENT,hard_synthetic_v2
session from unknown device (Hanna A.),SECURITY,hard_synthetic_v2
cement overuse 21% on DD Warehouse (Mesfin),PROJECT_RESOURCE,hard_synthetic_v2
excavator out 9 days - not returned (Sara B.),PROJECT_RESOURCE,hard_synthetic_v2
NCR closed without QM signature (Abebe K.),COMPLIANCE,hard_synthetic_v2
Kidus A. login failed from 197.223.91.11,SECURITY,hard_synthetic_v2
bulk reassign 188 tasks - no comment (samuel),USER_ACTIVITY,hard_synthetic_v2
T16558: geo anomaly: Rahel G. appeared in two cities same day,USER_ACTIVITY,hard_synthetic_v2
subcon Ethio Steel NCR list updated by Getachew,PROJECT_RESOURCE,hard_synthetic_v2
anomaly noted external share of project,REPORT_DOCUMENT,hard_synthetic_v2
generator hours high vs plan (abebe k.),PROJECT_RESOURCE,hard_synthetic_v2
unusual activity volume by Rahel G.,USER_ACTIVITY,hard_synthetic_v2
unusual activity volume by Mesfin,USER_ACTIVITY,hard_synthetic_v2
full cost DB exproted by Dawit H.,REPORT_DOCUMENT,hard_synthetic_v2
T55156: material overuse logged on hawassa p2,PROJECT_RESOURCE,hard_synthetic_v2
geo anomaly: Henok T. appeared in two cities same day,SECURITY,hard_synthetic_v2
rebar over-ordered 40% block C,PROJECT_RESOURCE,hard_synthetic_v2
invoice #5529 created by Kidus A. - site lay,FINANCIAL,hard_synthetic_v2
generator hours high vs plan (samuel),PROJECT_RESOURCE,hard_synthetic_v2
44 edits in under 5 min by Henok T.,USER_ACTIVITY,hard_synthetic_v2
2026-11-05 please check - odd hour login by Rahel G. at 13:00,SECURITY,hard_synthetic_v2
temporary entry - contractor import replaced values (Solomon A.),DATA_INTEGRITY,hard_synthetic_v2
odd hour login by tigist at 4:00,FINANCIAL,hard_synthetic_v2
T46162: Helen modified contingency on Adama IP - site lay,FINANCIAL,hard_synthetic_v2
2025-10-01 site report late by 12 days (Rahel G.),COMPLIANCE,hard_synthetic_v2
unusual activity volume by Yonas G.,USER_ACTIVITY,hard_synthetic_v2
material overuse logged on Hawassa P2 | from meeting,PROJECT_RESOURCE,hard_synthetic_v2
2025-10-05 hold point skipped on foundation (hanna a.),COMPLIANCE,hard_synthetic_v2
T54486: env spill report delayed (Getachew),COMPLIANCE,hard_synthetic_v2
unauthorized access attempt by Rahel G. - please confirm,SECURITY,hard_synthetic_v2
188 edits in under 5 min by Henok T.,USER_ACTIVITY,hard_synthetic_v2
cement overuse 24% on bole tower (yonas g.),PROJECT_RESOURCE,hard_synthetic_v2
unauthorized access attempt by abebe k.,SECURITY,hard_synthetic_v2
sensitive salary data viewed by solomon .,USER_ACTIVITY,hard_synthetic_v2
mass status edit (133 tasks) by sara b.,USER_ACTIVITY,hard_synthetic_v2
approval bypassed on WO-566 by Kidus A. (check),USER_ACTIVITY,hard_synthetic_v2
unapproved edit to record by helen,PROJECT_RESOURCE,hard_synthetic_v2
qa plan changed post-approval (meron t.),REPORT_DOCUMENT,hard_synthetic_v2
permit submitted after work started (Henok T.),COMPLIANCE,hard_synthetic_v2
2026-03-04 T71464: commercial rates shared outside (Solomon A.) - ezih,REPORT_DOCUMENT,hard_synthetic_v2
session from unknown device (hanna a.),SECURITY,hard_synthetic_v2
T69667: role misuse flagged for Samuel,USER_ACTIVITY,hard_synthetic_v2
T92299: needs review,REPORT_DOCUMENT,hard_synthetic_v2
anomaly noted,FINANCIAL,hard_synthetic_v2
2025-12-23 as-built ZIP downloaded by Yonas G.,REPORT_DOCUMENT,hard_synthetic_v2
late submission of daily reprot (Getachew),COMPLIANCE,hard_synthetic_v2
2026-07-22 problem on DD Warehouse,COMPLIANCE,hard_synthetic_v2
delivery note dn-324 edited after lock by solomon a.,DATA_INTEGRITY,hard_synthetic_v2
material overuse logged on alr ext | need follow up,PROJECT_RESOURCE,hard_synthetic_v2
odd behaviour,DATA_INTEGRITY,hard_synthetic_v2
approval bypassed on WO-800 by Selam F.,COMPLIANCE,hard_synthetic_v2
2025-06-20 env spill reprot delayed (Hanna A.),COMPLIANCE,hard_synthetic_v2
issue with Helen,SECURITY,hard_synthetic_v2
Hanna A. login faild from 197.46.169.209,SECURITY,hard_synthetic_v2
scaffold parts missing after demob (Yonas G.),PROJECT_RESOURCE,hard_synthetic_v2
2026-06-22 contractor review score 95/100 by Kidus A.,PROJECT_RESOURCE,hard_synthetic_v2
unauthorized access attempt by Kidus A.,PROJECT_RESOURCE,hard_synthetic_v2
NCR closed without QM signature (Marta T.) - ezih,COMPLIANCE,hard_synthetic_v2
T65279: issue with Hanna A.,COMPLIANCE,hard_synthetic_v2
sensitive salary data viewed by kidus a.,USER_ACTIVITY,hard_synthetic_v2
bulk reassign 200 tasks - no comment (meron t.),USER_ACTIVITY,hard_synthetic_v2
T69599: env spill report delayed (Abebe K.) | from the meeting,COMPLIANCE,hard_synthetic_v2
rebar over-ordered 40% block C,PROJECT_RESOURCE,hard_synthetic_v2
T13791: from the meeting - sara b. login failed from 197.110.219.235 - please confirm,SECURITY,hard_synthetic_v2
T74267: needs review contractor import replaced values,DATA_INTEGRITY,hard_synthetic_v2
flagged item contractor import replaced values,DATA_INTEGRITY,hard_synthetic_v2
Dawit H. changed IP during session,SECURITY,hard_synthetic_v2
QA plan changed post-aproval (Henok T.),REPORT_DOCUMENT,hard_synthetic_v2
issue with selam f.,USER_ACTIVITY,hard_synthetic_v2
T70081: document export by Rahel G.,REPORT_DOCUMENT,hard_synthetic_v2
mass status edit (185 tasks) by Yonas G.,USER_ACTIVITY,hard_synthetic_v2
large paymant released without second sign-off (getachew),FINANCIAL,hard_synthetic_v2
T23729: ncr closed without qm signature (lidya w.),COMPLIANCE,hard_synthetic_v2
bulk delete of 59 rows by Solomon A.,USER_ACTIVITY,hard_synthetic_v2
generator hours high vs plan (hanna a.),PROJECT_RESOURCE,hard_synthetic_v2
2025-10-28 test results changed without approval (Getachew),DATA_INTEGRITY,hard_synthetic_v2
CSV import overwrote approved qty (Hanna A.),DATA_INTEGRITY,hard_synthetic_v2
T59346: geo anomaly: Selam F. appeared in two cities same day,SECURITY,hard_synthetic_v2
payment run for Horizon Mat by Getachew,SECURITY,hard_synthetic_v2
T78585: progress report generated for Hawassa P2 (Tigist),REPORT_DOCUMENT,hard_synthetic_v2
CSV import overwrote approved qty (Getachew) - site lay,DATA_INTEGRITY,hard_synthetic_v2
geo anomaly: Biruk M. appeared in two cities same day,SECURITY,hard_synthetic_v2
fuel burn above baseline (selam f.),PROJECT_RESOURCE,hard_synthetic_v2
urgent - subcon Nile Const NCR list updated by Henok T.,PROJECT_RESOURCE,hard_synthetic_v2
aproval bypassed on WO-331 by Henok T.,COMPLIANCE,hard_synthetic_v2
password reset requested then cancelled (Kidus A.) | from the meeting,SECURITY,hard_synthetic_v2
rebar over-ordered 15% block A,PROJECT_RESOURCE,hard_synthetic_v2
geo anomaly: helen appeared in two cities same day,SECURITY,hard_synthetic_v2
external data import by Yonas G.,DATA_INTEGRITY,hard_synthetic_v2
multiple failed logins on henok t. account - site lay,SECURITY,hard_synthetic_v2
"T69299: cash advance ETB 284,000 logged by Getachew",FINANCIAL,hard_synthetic_v2
T19468: suspicious log-in pattern detected (samuel) - please confirm,SECURITY,hard_synthetic_v2
toolbox talk sheet missing (Marta T.),COMPLIANCE,hard_synthetic_v2
milestone 'mep 1st fix' delayed (kidus a.) - ezih,PROJECT_RESOURCE,hard_synthetic_v2
noted on site - Tigist opened finance module (not their role),USER_ACTIVITY,hard_synthetic_v2
PPE violation noted for crew of Sara B.,REPORT_DOCUMENT,hard_synthetic_v2
cost code changed on PO by Henok T.,FINANCIAL,hard_synthetic_v2
method statement still draft but signed (Bereket D.),COMPLIANCE,hard_synthetic_v2
material overuse logged on Site 3 | please check,PROJECT_RESOURCE,hard_synthetic_v2
174 edits in under 5 min by henok t.,USER_ACTIVITY,hard_synthetic_v2
user list exported by Hanna A. after hours,USER_ACTIVITY,hard_synthetic_v2
sensitive salary data viewed by Henok T.,USER_ACTIVITY,hard_synthetic_v2
T24525: approval bypassed on wo-453 by samuel | as discussed,COMPLIANCE,hard_synthetic_v2
csv import overwrote approved qty (meron t.),DATA_INTEGRITY,hard_synthetic_v2
T79485: access concern toolbox talk sheet missing,COMPLIANCE,hard_synthetic_v2
equipment checkout overdue (Rahel G.),PROJECT_RESOURCE,hard_synthetic_v2
check yonas g. activity,SECURITY,hard_synthetic_v2
unusual activity volume by Bereket D.,USER_ACTIVITY,hard_synthetic_v2
as-built rev changed after client sign-off (samuel),FINANCIAL,hard_synthetic_v2
2026-02-17 bulk delete of 48 rows by Selam F.,USER_ACTIVITY,hard_synthetic_v2
T25508: Yonas G. login failed from 197.12.45.129,SECURITY,hard_synthetic_v2
CSV import overwrote approved qty (Rahel G.),DATA_INTEGRITY,hard_synthetic_v2
doc export by samuel,REPORT_DOCUMENT,hard_synthetic_v2
repeated open of restricted folder by meron t.,USER_ACTIVITY,hard_synthetic_v2
suspicious login pattern detected (Sara B.),SECURITY,hard_synthetic_v2
issue with marta t.,REPORT_DOCUMENT,hard_synthetic_v2
2026-01-23 T23284: from the meeting - external data import by Kidus A. - site lay,DATA_INTEGRITY,hard_synthetic_v2
session from unknown device (meron t.),SECURITY,hard_synthetic_v2
file shared to client@own.org by tigist,REPORT_DOCUMENT,hard_synthetic_v2
T65885: Selam F. opened finance module (not their role),USER_ACTIVITY,hard_synthetic_v2
env spill report delayed (Biruk M.),COMPLIANCE,hard_synthetic_v2
flagged item,REPORT_DOCUMENT,hard_synthetic_v2
csv import overwrote approved qty (kidus a.),FINANCIAL,hard_synthetic_v2
T66082: full cost DB exported by Solomon A.,REPORT_DOCUMENT,hard_synthetic_v2
contractor import replaced values (Bereket D.),DATA_INTEGRITY,hard_synthetic_v2
subcon horizon mat ncr list updated by lidya w.,PROJECT_RESOURCE,hard_synthetic_v2
T79659: bulk reassign 218 tasks - no comment (Tigist),SECURITY,hard_synthetic_v2
T17628: unusual activity volume by Henok T.,USER_ACTIVITY,hard_synthetic_v2
meron t. opened finance module (not their role),USER_ACTIVITY,hard_synthetic_v2
T23748: bulk delete of 151 rows by marta t.,USER_ACTIVITY,hard_synthetic_v2
T52116: material overuse logged on BD Hospital,PROJECT_RESOURCE,hard_synthetic_v2
"problem on ALR Ext payment of ETB 147,000",FINANCIAL,hard_synthetic_v2
aproval bypassed on WO-113 by Mesfin,COMPLIANCE,hard_synthetic_v2
2025-11-01 contractor import replaced values (sara b.),DATA_INTEGRITY,hard_synthetic_v2
anomaly noted full cost DB exported,REPORT_DOCUMENT,hard_synthetic_v2
attendance history row removed by Hanna A.,DATA_INTEGRITY,hard_synthetic_v2
sara b. changed ip during session - site lay,SECURITY,hard_synthetic_v2
ncr closed without qm signature (abebe k.),COMPLIANCE,hard_synthetic_v2
mass status edit (90 tasks) by biruk m.,USER_ACTIVITY,hard_synthetic_v2
qty take-off altered - no co (solomon a.),DATA_INTEGRITY,hard_synthetic_v2
2025-10-02 Henok T. tried admin console - denied,SECURITY,hard_synthetic_v2
T75462: late submission of daily report (Kidus A.),COMPLIANCE,hard_synthetic_v2
odd behaviour as-built rev changed after,DATA_INTEGRITY,hard_synthetic_v2
attendance history row removed by Tigist,DATA_INTEGRITY,hard_synthetic_v2
odd behaviour file shared to partner@ext.com,REPORT_DOCUMENT,hard_synthetic_v2
"cash advance etb 811,000 logged by lidya w.",FINANCIAL,hard_synthetic_v2
unauthorized access attempt by Henok T.,SECURITY,hard_synthetic_v2
unusual activity volume by Lidya W.,USER_ACTIVITY,hard_synthetic_v2
user list exproted by Yonas G. after hours,USER_ACTIVITY,hard_synthetic_v2
needs review hold point skipped on,COMPLIANCE,hard_synthetic_v2
"T69541: check meron t. activity expense claim etb 647,000 - please confirm",FINANCIAL,hard_synthetic_v2
approval bypassed on WO-344 by Hanna A.,COMPLIANCE,hard_synthetic_v2
contract PDF mailed externally (Helen),REPORT_DOCUMENT,hard_synthetic_v2
"expense claim ETB 10,000 from Yonas G.",FINANCIAL,hard_synthetic_v2
unauthorized access attempt by mesfin,SECURITY,hard_synthetic_v2
2025-03-09 need follow up - engineer mesfin tried to approve payment,USER_ACTIVITY,hard_synthetic_v2
tigist changed ip during session,SECURITY,hard_synthetic_v2
budget line edit on bole tower (tigist) - site lay,FINANCIAL,hard_synthetic_v2
unauthorized access attempt by Bereket D.,SECURITY,hard_synthetic_v2
as-built rev changed after client sign-off (Meron T.),DATA_INTEGRITY,hard_synthetic_v2
T43523: approved ms edited after acceptance (selam f.),REPORT_DOCUMENT,hard_synthetic_v2
invoice #3736 created by dawit h.,FINANCIAL,hard_synthetic_v2
structure slipped 14 days (Selam F.),PROJECT_RESOURCE,hard_synthetic_v2
policy breach recorded for Marta T.,COMPLIANCE,hard_synthetic_v2
"awaiting confirmation - payment of ETB 13,000 approved by Lidya W.",FINANCIAL,hard_synthetic_v2
T90346: issue with kidus a. ncr closed without qm,COMPLIANCE,hard_synthetic_v2
2026-04-09 odd hour login by Yonas G. at 9:00 - please confirm,SECURITY,hard_synthetic_v2
unusual activity volume by Mesfin,USER_ACTIVITY,hard_synthetic_v2
external share of project file (Helen),REPORT_DOCUMENT,hard_synthetic_v2
2026-10-01 odd hour log-in by Hanna A. at 16:00,SECURITY,hard_synthetic_v2
T41766: per site instruction - drawing pack uploaded by Henok T.,REPORT_DOCUMENT,hard_synthetic_v2
T16665: for your action - unauthorized access attempt by kidus a.,SECURITY,hard_synthetic_v2
external share of project file (Biruk M.),REPORT_DOCUMENT,hard_synthetic_v2
2025-02-21 contract pdf mailed externally (abebe k.),REPORT_DOCUMENT,hard_synthetic_v2
T79370: permit submitted after work started (Marta T.),COMPLIANCE,hard_synthetic_v2
invoice #3472 created by solomon a.,FINANCIAL,hard_synthetic_v2
T87164: qty take-off altered - no co (meron t.) (check),DATA_INTEGRITY,hard_synthetic_v2
file shared to client@own.org by Sara B.,REPORT_DOCUMENT,hard_synthetic_v2
temporary entry - scaffold parts missing after demob (samuel),PROJECT_RESOURCE,hard_synthetic_v2
cost code changed on PO by Meron T. - please confirm,USER_ACTIVITY,hard_synthetic_v2
